62;40;13;56;13;45;56;60;14;51;46;51;42;14;38;37;52;46;63;50;49;45;43
63;44;12;56;14;46;56;61;15;55;49;53;41;13;32;39;54;46;64;54;49;45;45
44;20;14;41;14;30;38;66;11;49;42;52;32;16;28;18;53;49;46;54;50;46;45
41;20;15;39;13;30;36;62;13;52;42;50;32;16;28;18;51;47;43;52;50;45;45
40;21;14;38;12;30;36;58;13;54;41;50;31;16;28;18;51;47;41;51;50;44;44
39;21;13;38;12;31;35;57;13;54;41;50;31;16;26;18;51;47;41;51;50;44;44
39;22;13;38;13;31;35;57;14;55;42;52;30;14;26;19;51;49;42;51;51;45;45
39;26;19;34;20;46;32;47;19;63;55;67;32;16;26;24;64;50;47;61;57;62;55
39;26;19;34;20;46;32;47;19;63;55;67;32;16;26;24;64;50;47;61;57;62;55
38;26;18;33;17;47;31;46;18;59;56;66;31;15;26;23;65;49;44;61;57;59;54
36;25;19;33;16;47;30;44;17;57;56;66;30;16;27;23;63;48;41;61;57;59;54
36;25;19;32;16;44;30;44;17;57;54;62;30;16;27;23;63;48;41;60;53;57;53
35;24;20;31;14;41;29;40;17;56;51;58;30;16;26;22;60;46;38;59;52;52;53
33;23;19;31;14;38;29;40;17;57;15;58;30;16;26;22;60;46;37;59;52;52;53
33;23;19;30;13;38;28;40;16;58;48;56;29;16;27;21;57;45;35;57;52;52;50
32;22;19;30;13;37;28;39;16;58;49;55;29;16;26;21;56;45;34;56;52;52;49
31;22;19;27;12;31;25;35;16;58;45;54;25;17;25;19;52;43;32;51;51;49;46
31;22;19;27;12;30;25;35;16;60;44;53;25;18;24;18;52;42;31;51;51;49;46
31;22;19;27;12;30;25;35;16;60;44;53;25;18;24;18;52;42;31;51;50;46;46
30;22;18;27;14;30;25;36;16;64;42;49;24;19;22;18;51;42;31;52;49;45;45
34;18;21;27;17;36;26;37;19;63;42;51;25;20;23;19;55;42;37;52;49;46;45
38;19;22;28;19;40;27;38;19;63;42;54;25;22;24;19;58;42;40;52;50;46;45
38;19;23;30;18;44;28;39;22;66;50;59;25;22;24;19;60;42;44;60;52;49;46
41;19;23;30;20;47;28;41;24;68;51;61;25;23;25;20;62;43;48;61;52;54;47
43;18;23;30;20;47;28;41;24;68;51;61;25;24;25;20;62;45;48;61;52;54;47
51;18;22;31;18;51;29;41;26;70;56;63;27;23;25;16;65;44;50;60;56;57;48
45;18;22;31;18;52;30;39;25;69;57;64;28;23;25;16;66;45;52;60;57;60;48
42;18;22;31;16;52;29;38;20;68;58;61;26;22;25;17;67;46;50;60;55;58;47
40;19;22;31;16;50;29;37;18;66;56;58;26;22;26;17;65;44;46;58;54;56;48
38;19;22;31;16;47;29;37;18;66;56;58;26;22;26;17;65;44;46;58;54;56;46
35;19;21;31;15;44;29;37;18;55;54;56;24;23;25;19;60;44;41;57;52;50;47
46;18;21;31;14;43;29;36;18;52;52;55;24;22;23;20;57;44;39;56;52;50;47
31;20;20;31;14;42;28;36;15;48;46;53;22;18;16;19;53;42;34;53;49;50;47
31;19;19;31;13;39;28;35;11;46;45;53;20;16;17;18;51;43;31;52;50;50;47
31;17;19;31;13;39;29;35;13;44;45;51;21;16;15;18;50;43;32;51;45;50;59
45;17;51;31;13;45;29;35;12;42;43;50;20;14;15;15;50;43;32;53;48;50;47
31;24;20;31;19;46;31;36;20;43;32;47;25;18;24;21;63;45;32;50;48;50;47
32;25;24;32;21;44;31;38;23;45;48;52;31;20;28;24;58;45;32;53;49;49;47
32;28;26;34;22;48;31;39;25;45;48;53;32;23;32;25;61;47;33;57;52;52;48
32;28;26;34;22;48;31;39;25;45;51;57;32;23;32;25;61;47;33;57;52;52;48
34;31;29;36;25;54;33;40;28;45;52;64;36;25;36;30;26;49;34;60;53;57;48
34;33;29;37;26;55;33;40;28;45;55;65;37;25;38;30;66;51;36;60;55;57;49
34;33;29;37;26;55;33;40;28;45;56;65;37;25;38;30;66;51;36;60;55;57;49
35;28;25;38;27;56;34;41;24;44;59;63;34;22;32;27;69;51;36;59;56;59;50
34;28;23;36;24;52;32;38;21;46;59;63;32;19;28;24;69;51;36;59;56;59;50
34;28;23;36;22;49;32;38;21;46;59;63;32;19;28;24;69;51;36;59;56;59;50
34;24;20;33;19;49;30;37;20;47;59;63;30;16;24;23;69;51;36;59;56;59;50
34;24;19;33;19;48;30;37;20;47;59;63;30;16;24;23;69;51;36;59;56;59;50
34;21;18;34;18;47;29;38;19;47;59;63;28;14;23;23;57;51;36;59;56;59;50
34;23;18;34;17;47;30;38;20;49;59;55;28;14;22;25;50;39;36;53;53;47;47
34;23;18;32;17;47;30;38;20;49;44;55;28;14;22;25;54;39;36;53;53;47;47
35;21;20;33;15;46;31;39;21;49;43;52;27;13;21;23;51;37;36;53;52;46;45
36;24;21;33;15;44;30;39;21;49;43;52;26;13;20;23;51;39;37;53;52;46;45
36;27;21;32;14;43;29;40;21;51;41;51;25;15;20;24;46;39;36;52;51;46;42
36;27;22;33;14;42;28;41;20;52;41;51;26;16;19;26;50;40;37;51;51;46;40
37;27;22;33;14;42;28;41;20;52;40;50;26;16;19;26;50;39;37;51;50;46;40
38;31;24;36;21;45;32;44;24;56;40;51;32;19;24;30;49;41;37;52;50;45;40
38;32;16;38;23;48;33;44;27;57;43;51;37;21;28;32;51;40;39;53;50;45;39
38;32;25;38;23;48;33;44;27;57;43;52;37;21;28;32;51;40;39;53;50;45;39
41;37;29;45;27;60;39;47;33;59;49;60;46;24;41;35;61;42;43;58;52;51;46
41;37;29;45;27;60;39;47;33;59;53;63;46;25;41;35;61;42;43;60;54;57;46
45;39;30;46;27;60;42;59;37;58;56;66;46;27;40;35;65;43;45;62;56;63;49
45;39;31;47;27;62;43;50;49;57;56;68;46;26;39;35;65;43;45;61;56;63;49
45;39;31;47;27;62;43;50;36;57;56;68;46;26;39;35;65;45;45;61;58;63;49
45;35;29;46;25;60;43;50;34;57;57;64;44;25;38;32;66;44;46;62;56;59;49
45;33;29;45;25;58;43;50;34;57;56;62;42;24;37;32;66;44;45;62;55;59;48
45;33;29;45;25;58;43;50;34;57;56;62;42;24;37;30;64;43;45;60;55;56;48
45;32;30;45;23;54;43;49;33;57;54;59;40;27;36;29;62;43;45;58;53;53;48
44;31;30;44;23;53;43;49;33;57;53;59;40;28;36;29;62;43;45;58;53;53;47
45;31;30;45;21;46;40;49;33;57;52;58;41;27;35;28;57;43;46;57;54;53;47
45;29;30;42;20;46;40;49;32;57;50;57;41;26;34;26;57;43;46;57;53;52;46
45;29;30;42;20;46;40;49;32;57;50;57;41;26;34;26;57;43;46;57;53;52;46
45;28;27;41;20;45;39;49;33;61;48;55;40;26;35;25;55;42;47;55;52;50;46
45;27;27;42;21;44;39;49;32;61;47;55;40;26;34;25;54;42;47;56;51;50;45
45;27;27;42;21;44;39;49;32;61;47;54;39;26;34;25;54;42;47;56;51;50;45
45;28;28;42;24;42;39;49;32;61;46;55;36;28;35;26;53;41;48;55;51;48;45
45;30;28;43;24;41;40;49;31;58;45;56;37;28;36;27;52;40;48;54;50;47;42
47;33;29;42;25;44;41;50;32;59;46;56;39;29;36;31;53;40;48;54;50;47;43
40;33;29;43;25;44;41;50;34;59;47;55;39;29;37;31;54;40;48;53;49;47;42
50;40;32;46;28;55;45;55;37;60;53;63;45;32;44;36;67;45;52;58;55;55;48
51;40;32;50;28;62;50;57;38;60;58;64;44;32;46;36;71;48;53;61;56;57;52
51;38;31;51;28;63;50;57;37;59;58;64;43;32;45;61;71;50;52;61;56;58;54
51;38;31;51;28;63;50;57;37;59;58;64;43;32;45;35;71;50;52;61;56;58;54
51;34;31;49;27;61;47;57;34;57;58;64;41;32;57;34;71;51;51;60;57;57;54
50;32;25;41;27;50;40;53;32;52;51;56;32;29;38;31;60;45;50;58;54;52;49
50;32;25;41;27;47;40;53;32;52;51;56;32;30;38;31;60;45;50;58;54;52;46
49;32;24;38;28;47;38;53;32;51;49;55;33;30;46;31;59;43;50;58;53;50;45
49;33;24;38;28;46;38;52;32;51;48;56;30;29;36;31;57;43;50;57;53;48;44
49;33;24;38;28;46;38;52;32;51;48;56;30;29;36;31;57;43;50;57;53;48;44
48;32;24;38;28;45;36;51;29;49;47;54;29;28;35;32;58;43;49;55;52;44;42
47;33;24;39;28;44;36;50;25;47;46;52;29;27;34;32;58;42;49;55;52;46;18
46;33;23;40;29;43;38;50;24;47;44;50;28;25;35;31;55;45;50;56;49;45;46
47;33;24;41;30;43;38;49;23;48;44;50;31;25;37;32;55;43;50;56;49;44;43
47;33;24;41;30;43;38;49;23;48;43;50;31;25;37;32;55;45;50;56;49;44;43
47;35;24;43;29;43;43;49;25;50;43;51;40;41;39;34;57;43;50;57;50;46;42
47;38;26;45;31;44;45;51;26;54;43;57;43;29;41;35;59;44;50;57;51;49;46
47;41;30;45;31;44;45;51;26;54;48;57;43;29;41;35;59;44;50;57;51;49;48
