61;37;9;55;12;45;57;61;14;46;46;52;45;7;39;36;52;46;64;50;45;46;43
63;41;10;55;14;45;57;61;16;55;46;54;41;9;37;39;54;46;64;54;46;45;45
43;19;7;39;9;30;37;66;12;50;43;52;32;3;28;18;54;48;46;54;46;46;45
41;19;5;39;9;30;37;63;12;52;43;50;32;3;28;18;52;46;46;52;46;45;45
41;19;5;37;9;30;37;59;12;52;43;50;32;3;28;18;52;46;46;52;46;45;45
39;21;9;37;12;30;36;57;14;55;43;52;30;7;27;19;52;48;45;52;48;45;45
39;21;10;37;16;32;34;54;14;59;41;54;30;10;25;19;54;46;45;54;48;46;46
39;25;19;36;19;43;34;48;19;66;54;66;30;16;27;25;64;50;54;63;55;61;54
39;25;18;34;18;46;34;48;18;61;55;66;30;16;27;23;66;48;50;63;55;61;55
39;25;18;34;18;46;34;48;18;61;55;66;30;16;27;23;66;48;50;63;55;61;55
37;25;18;34;18;46;32;46;18;59;55;66;30;16;27;23;64;48;46;61;57;59;54
36;25;19;32;14;45;30;43;18;55;52;61;30;16;27;21;61;46;43;59;52;54;52
36;25;19;32;14;45;30;43;18;55;52;61;30;16;27;21;61;46;43;59;52;52;52
34;23;19;30;14;37;30;39;16;57;50;57;30;16;27;21;59;46;39;57;52;52;52
34;23;19;30;12;37;30;39;16;57;48;55;28;16;27;21;57;45;37;57;52;52;50
34;23;19;30;12;37;30;39;16;57;48;55;28;16;27;21;57;45;37;57;52;52;50
30;21;18;28;12;36;30;37;16;57;46;54;28;16;27;19;54;45;37;55;52;52;48
30;21;19;27;10;30;27;36;16;57;46;54;25;18;25;19;52;43;36;52;50;48;46
32;21;19;27;10;30;27;34;16;61;43;52;25;19;23;18;52;43;34;50;48;46;45
32;21;19;27;16;34;27;36;18;63;39;48;25;19;23;19;52;43;36;52;46;45;45
36;21;19;27;16;34;27;36;18;63;39;48;25;19;23;19;52;43;36;52;46;45;45
34;19;21;27;18;36;27;37;19;63;41;54;25;21;23;19;55;43;39;52;46;46;45
37;18;23;30;18;45;30;39;21;66;48;59;25;21;25;19;61;43;45;61;52;48;46
37;18;23;30;18;45;30;39;21;66;48;59;25;21;25;19;61;43;45;61;52;48;46
43;18;23;30;19;50;30;43;25;70;54;63;27;25;25;18;64;45;50;61;54;55;48
45;18;21;30;18;52;30;41;27;70;54;63;27;23;25;16;64;45;54;61;55;57;48
45;18;21;30;18;52;30;41;27;70;54;63;27;23;25;16;64;45;54;61;55;57;48
43;19;21;30;16;52;30;37;19;68;57;61;27;21;25;18;66;46;52;61;57;57;48
