19.4494;37.9845
19.4004;38.1213
19.3416;38.0529
19.3122;38.1897
19.2926;38.1897
19.224;38.258
19.1848;38.3605
19.1554;38.258
19.1064;38.2922
19.0868;38.2922
19.0476;38.258
19.0084;38.258
18.979;38.2922
18.9398;38.3263
18.9104;38.3263
18.8516;38.3263
18.8516;38.3263
18.7928;38.3263
18.7634;38.3605
18.7242;38.3946
18.685;38.3946
18.6556;38.3946
18.5968;38.4629
18.5772;38.4629
18.587;38.3946
18.4988;38.497
18.4792;38.4629
18.4596;38.4629
18.4204;38.5311
18.3812;38.5311
18.3224;38.5993
18.3518;38.4287
18.2832;38.497
18.2538;38.5311
18.244;38.497
18.2244;38.5311
18.1656;38.5652
18.146;38.5652
18.1362;38.5311
18.097;38.497
18.0284;38.6675
17.999;38.5993
17.9794;38.5993
17.9402;38.5993
17.8814;38.6675
17.8716;38.6675
17.8324;38.6334
17.8226;38.5993
17.7932;38.6334
17.7246;38.7016
17.6756;38.7357
17.6756;38.7357
17.656;38.7357
17.656;38.7357
17.5972;38.8039
17.5874;38.8039
17.5874;38.8379
17.5286;38.9061
17.4894;38.9401
17.4894;38.872
17.4698;38.872
17.4698;38.872
17.4502;38.9061
17.4208;38.9401
17.3914;39.0082
17.362;39.0082
17.3228;39.0763
17.3326;39.0422
17.313;39.0763
17.3032;39.0763
17.3228;39.0763
17.2934;39.0763
17.2836;39.1443
17.3032;39.1103
17.362;39.0422
17.509;38.8379
17.7932;38.4629
18.1362;37.9503
18.5086;37.3336
18.832;36.8871
19.0966;36.4741
19.3416;36.0257
19.5572;35.6802
19.7924;35.3687
20.0276;34.8834
20.2334;34.6055
20.3804;34.536
20.5568;34.2925
20.694;34.1184
20.8802;33.979
21.0566;33.8396
21.2134;33.6302
21.3506;33.4206
21.5368;33.2108
21.7132;32.9308
21.8406;32.6855
21.9974;32.5102
22.1836;32.2995
22.3502;32.0887
22.4972;31.772
22.6638;31.5607
22.7912;31.3844
22.9382;31.2433
23.095;31.1727
23.2224;31.0314
23.3596;30.8901
23.5654;30.8194
23.6928;30.5363
23.732;30.5363
23.7614;30.5363
23.9084;30.3947
24.1632;30.182
24.1828;30.1111
24.3298;30.0401
24.516;29.6139
24.6336;29.5428
24.712;29.4717
24.8198;29.2938
24.8492;29.3293
25.0256;29.1157
25.1628;29.3293
25.3294;28.9018
25.3;28.9375
25.4372;28.9018
25.3196;29.1157
25.1628;29.1869
25.1138;29.4005
25.2902;29.1869
25.3588;29.1869
25.4862;29.0444
25.4274;29.1869
25.5842;28.7948
25.496;29.0444
25.6038;28.9018
25.4862;29.1869
25.5842;28.9731
25.5548;29.0444
25.692;28.9731
25.7018;29.1157
25.8194;28.9731
25.692;29.1869
25.7508;29.1157
25.8194;29.0444
25.8096;29.1157
25.6038;29.4005
25.8096;29.1157
25.8194;29.0444
25.8096;29.1869
25.888;28.9018
25.9174;28.9018
25.9468;28.9018
25.8194;29.1157
25.8194;29.0444
25.8194;29.1869
