18.881;39.1443
18.6752;39.62
18.6164;39.5521
18.5674;39.62
18.5968;39.5521
18.587;39.8235
18.5184;39.8235
18.4792;39.586
18.4694;39.7557
18.4792;39.7896
18.4008;39.8235
18.4008;40.0268
18.391;39.8913
18.4008;39.7896
18.3224;40.0268
18.3126;39.8913
18.2538;39.9252
18.2832;39.8913
18.244;40.0268
18.1656;40.1622
18.1068;40.0607
18.1264;39.9252
18.1068;40.0945
18.0284;40.0268
18.0088;40.2976
17.9598;40.2976
18.0284;40.0268
17.95;40.1622
17.8814;40.3652
17.852;40.4328
17.8912;40.1961
17.8716;40.2976
17.8128;40.3314
17.7638;40.4328
17.754;40.399
17.8128;40.2299
17.7148;40.2299
17.656;40.399
17.6168;40.4328
17.6364;40.3652
17.5874;40.3652
17.5188;40.6355
17.4992;40.568
17.46;40.568
17.4992;40.4328
17.4208;40.5004
17.3424;40.6018
17.3228;40.6693
17.362;40.5004
17.3326;40.568
17.2542;40.6355
17.215;40.7031
17.2052;40.6355
17.264;40.5004
17.1954;40.6355
17.1562;40.7706
17.1268;40.8381
17.166;40.7368
17.166;40.7706
17.0876;40.8381
17.0386;40.7706
17.0386;40.9055
17.0876;40.8043
17.019;40.973
16.9602;41.0404
16.9112;41.0404
16.9504;41.0404
17.0092;40.8718
16.8916;41.1078
16.872;41.0741
16.872;41.1078
16.9308;41.0067
16.921;40.973
16.872;41.0404
16.921;41.0067
17.0288;40.7706
17.2052;40.399
17.2836;40.399
17.4208;40.1622
17.5776;39.8235
17.7736;39.3483
17.999;38.9401
18.293;38.4629
18.5772;37.9845
18.8516;37.5051
19.1162;36.9559
19.2632;36.7839
19.4788;36.4052
19.6258;36.1638
19.9786;35.438
20.0962;35.1609
20.2628;34.8487
20.547;34.3969
20.7626;34.1184
20.9488;33.7
21.2428;33.2108
21.331;33.2108
21.4976;33.0009
21.8112;32.5452
22.1444;31.948
22.3698;31.772
22.4678;31.9128
22.5168;31.8072
22.6736;31.5254
23.0264;31.0667
23.438;30.5363
23.5066;30.784
23.7124;30.3238
23.9182;30.1111
24.026;30.0401
24.1534;30.0756
24.3886;29.7916
24.516;29.6139
24.6042;29.685
24.6826;29.7205
24.7218;29.7561
24.7904;29.5428
24.9276;29.3293
