160.0;0.0528;63.8
157.0;0.0526;63.7
163.0;0.0536;63.7
179.0;0.0589;63.5
160.0;0.0532;63.6
153.0;0.0513;63.7
148.0;0.049;64.4
148.0;0.0499;63.9
142.0;0.0479;64.0
155.0;0.0514;64.1
134.0;0.0461;64.1
137.0;0.0464;64.4
147.0;0.0493;64.0
139.0;0.0467;64.3
144.0;0.0482;64.2
133.0;0.0459;63.6
139.0;0.0471;63.8
131.0;0.0457;63.4
125.0;0.0433;63.8
123.0;0.0432;63.6
113.0;0.0401;63.7
113.0;0.0394;64.2
113.0;0.0406;63.8
125.0;0.0437;63.7
130.0;0.044000000000000004;63.9
113.0;0.0403;63.8
113.0;0.0398;64.0
121.0;0.0419;64.1
110.0;0.0394;64.0
116.0;0.0408;64.0
119.0;0.0426;63.6
110.0;0.0402;63.4
106.0;0.0391;63.3
111.0;0.04;63.4
121.0;0.0426;63.7
99.0;0.0365;63.8
110.0;0.0396;63.7
127.0;0.0445;63.4
107.0;0.0388;63.6
113.0;0.0414;63.3
116.0;0.0407;63.6
111.0;0.0399;63.8
106.0;0.0387;63.7
116.0;0.0416;63.6
113.0;0.040999999999999995;63.4
110.0;0.0395;63.7
118.0;0.0413;63.8
124.0;0.0431;64.0
116.0;0.042;63.4
118.0;0.0418;63.5
117.0;0.0413;63.7
110.0;0.0401;63.5
110.0;0.0394;63.7
111.0;0.04;63.7
121.0;0.0428;63.5
137.0;0.0469;63.5
128.0;0.0444;63.7
138.0;0.0468;63.8
148.0;0.0506;63.0
130.0;0.0453;63.1
125.0;0.0439;63.3
130.0;0.0448;63.5
137.0;0.0479;62.9
131.0;0.0447;63.5
143.0;0.0483;63.7
152.0;0.0506;63.7
153.0;0.0511;63.7
178.0;0.0574;64.0
178.0;0.0581;63.8
181.0;0.059000000000000004;63.8
189.0;0.0608;63.6
184.0;0.06;63.2
166.0;0.0545;63.5
165.0;0.055;63.1
170.0;0.0556;63.6
193.0;0.0609;64.2
181.0;0.0582;64.1
206.0;0.0655;63.8
201.0;0.0655;63.0
209.0;0.0662;63.4
222.0;0.0693;63.8
236.0;0.0735;63.9
229.0;0.0727;63.4
217.0;0.0682;63.6
214.0;0.0679;64.4
204.0;0.0648;64.8
204.0;0.0639;65.3
236.0;0.07400000000000001;65.1
241.0;0.0753;65.0
257.0;0.0797;64.7
264.0;0.0835;64.0
261.0;0.0816;64.0
276.0;0.0876;63.4
275.0;0.0856;63.7
270.0;0.0842;63.8
269.0;0.0841;63.9
254.0;0.0784;63.7
230.0;0.0738;62.7
231.0;0.0731;62.7
264.0;0.0823;62.7
260.0;0.0823;62.1
272.0;0.084;62.4
266.0;0.0834;62.3
240.0;0.0751;62.8
290.0;0.0905;62.4
280.0;0.0885;61.9
273.0;0.0844;62.4
283.0;0.0908;61.5
268.0;0.0846;61.6
272.0;0.0851;61.8
277.0;0.0854;62.3
293.0;0.0913;62.2
272.0;0.085;62.1
282.0;0.08800000000000001;62.1
261.0;0.0818;62.3
278.0;0.0876;61.9
295.0;0.0929;61.6
275.0;0.0864;61.7
295.0;0.0922;61.7
275.0;0.0859;62.0
276.0;0.087;61.9
283.0;0.0899;61.5
260.0;0.0826;61.5
278.0;0.0874;61.6
280.0;0.0889;61.5
287.0;0.0898;61.6
304.0;0.0962;61.2
290.0;0.0906;61.5
291.0;0.0916;61.5
286.0;0.0911;61.2
280.0;0.0878;61.6
283.0;0.0891;61.5
315.0;0.0983;61.4
319.0;0.1017;60.9
303.0;0.0994;59.9
301.0;0.0993;59.4
301.0;0.0937;60.6
283.0;0.0896;60.9
306.0;0.0969;60.7
325.0;0.1014;61.0
315.0;0.1013;60.4
325.0;0.1048;60.0
300.0;0.0959;60.1
301.0;0.0955;60.4
298.0;0.0959;60.2
282.0;0.0893;60.7
304.0;0.0943;61.3
301.0;0.0967;60.7
325.0;0.1044;60.2
324.0;0.1028;60.3
300.0;0.0961;60.3
305.0;0.1013;59.4
304.0;0.0979;59.5
306.0;0.0963;60.3
304.0;0.0995;59.6
316.0;0.1017;59.7
304.0;0.0965;60.2
304.0;0.0953;60.8
319.0;0.1028;60.3
331.0;0.1055;60.2
322.0;0.1024;60.3
211.0;0.1482;47.7
102.0;0.1645;35.9
128.0;0.228;30.3
154.0;0.2375;28.2
168.0;0.2156;27.9
159.0;0.2018;27.6
163.0;0.2242;27.2
157.0;0.2031;27.1
157.0;0.2373;26.6
145.0;0.198;26.5
152.0;0.2267;26.2
231.0;0.2207;28.7
283.0;0.2044;32.1
265.0;0.2003;33.4
319.0;0.1858;36.4
320.0;0.1707;39.0
316.0;0.1984;38.5
323.0;0.1663;40.5
307.0;0.1672;40.9
284.0;0.2087;38.0
287.0;0.2107;36.5
290.0;0.1893;36.7
319.0;0.1595;40.0
344.0;0.1554;43.0
333.0;0.1778;42.4
348.0;0.1681;43.3
314.0;0.1518;43.7
320.0;0.1514;44.3
316.0;0.1552;44.0
355.0;0.1713;44.2
307.0;0.1714;42.3
334.0;0.1587;43.5
334.0;0.1339;46.8
333.0;0.1102;52.4
369.0;0.1257;54.5
340.0;0.1105;56.7
338.0;0.1114;57.5
333.0;0.1049;59.0
345.0;0.1098;59.5
347.0;0.1101;59.7
348.0;0.1116;59.6
343.0;0.114;58.7
336.0;0.1126;58.1
316.0;0.1013;59.0
330.0;0.1079;58.9
334.0;0.1088;59.0
340.0;0.111;58.8
337.0;0.1108;58.6
339.0;0.1125;58.3
340.0;0.1148;57.7
344.0;0.115;57.6
343.0;0.1117;58.3
322.0;0.1056;58.5
324.0;0.1068;58.5
348.0;0.11599999999999999;58.0
341.0;0.11800000000000001;57.1
327.0;0.1065;58.0
361.0;0.1234;57.2
343.0;0.1183;56.6
351.0;0.1348;54.1
308.0;0.1605;48.2
354.0;0.1128;54.0
322.0;0.10800000000000001;55.8
322.0;0.1033;57.9
347.0;0.1144;58.1
337.0;0.1092;58.7
316.0;0.0995;59.8
319.0;0.1035;59.6
325.0;0.1031;60.0
295.0;0.0928;60.6
345.0;0.1129;59.7
319.0;0.1013;60.1
322.0;0.1028;60.1
337.0;0.1069;60.3
331.0;0.1073;59.9
312.0;0.0988;60.2
301.0;0.095;60.6
322.0;0.1043;59.9
314.0;0.1007;60.0
298.0;0.096;60.0
320.0;0.1066;59.1
316.0;0.1021;59.4
301.0;0.0957;59.9
287.0;0.0917;60.3
293.0;0.0935;60.4
301.0;0.098;59.9
299.0;0.1021;58.6
296.0;0.0994;58.2
275.0;0.094;57.7
304.0;0.1008;58.0
287.0;0.0972;57.9
269.0;0.0865;61.5
301.0;0.1007;61.8
322.0;0.109;61.5
296.0;0.0961;62.8
280.0;0.0901;63.6
269.0;0.0889;63.5
243.0;0.0803;63.8
257.0;0.0836;64.0
254.0;0.0829;64.1
280.0;0.0907;64.0
236.0;0.0779;64.1
264.0;0.0872;63.7
272.0;0.0885;63.4
248.0;0.0809;63.4
271.0;0.0859;63.8
254.0;0.08199999999999999;63.7
272.0;0.0895;63.1
275.0;0.0898;62.8
322.0;0.111;61.0
307.0;0.107;60.0
283.0;0.0911;61.8
262.0;0.0826;63.5
265.0;0.0857;63.6
257.0;0.0798;64.8
257.0;0.0805;64.3
257.0;0.0801;64.4
244.0;0.0788;63.6
254.0;0.0802;63.8
239.0;0.0762;63.6
207.0;0.0666;63.8
246.0;0.0783;63.6
224.0;0.0716;63.9
207.0;0.067;64.0
243.0;0.0783;63.5
239.0;0.076;63.6
202.0;0.0646;64.3
216.0;0.0691;63.2
199.0;0.0644;63.0
195.0;0.0624;63.5
186.0;0.0599;63.8
200.0;0.0638;63.8
171.0;0.055;64.5
181.0;0.0588;64.3
195.0;0.0628;63.9
178.0;0.0578;64.0
157.0;0.0514;64.4
166.0;0.0549;63.9
175.0;0.0573;64.0
160.0;0.053;63.7
149.0;0.0497;63.8
153.0;0.0508;63.9
145.0;0.0497;63.4
152.0;0.0506;63.7
166.0;0.0542;63.7
168.0;0.0552;63.7
153.0;0.0509;63.6
146.0;0.0494;63.5
144.0;0.0482;64.0
150.0;0.0503;63.8
126.0;0.0441;63.4
142.0;0.0479;63.6
145.0;0.0485;63.8
130.0;0.044000000000000004;64.2
121.0;0.0417;64.3
116.0;0.0411;64.1
127.0;0.0438;64.1
136.0;0.0472;63.4
138.0;0.0463;63.9
126.0;0.0432;64.0
136.0;0.0458;64.2
121.0;0.042;64.1
116.0;0.0413;64.0
121.0;0.0423;63.8
119.0;0.0418;63.9
112.0;0.0401;63.6
132.0;0.045;64.0
121.0;0.0425;63.9
134.0;0.046;63.8
116.0;0.0412;63.6
123.0;0.0426;63.9
106.0;0.0377;64.1
108.0;0.0387;64.0
105.0;0.038;64.0
119.0;0.042;63.7
107.0;0.0389;63.7
112.0;0.0398;63.8
112.0;0.04;63.7
108.0;0.0392;63.6
102.0;0.0374;63.6
113.0;0.0403;63.8
106.0;0.0387;63.6
112.0;0.0408;63.2
127.0;0.0439;63.6
124.0;0.043;63.8
132.0;0.0456;63.7
121.0;0.0428;63.4
113.0;0.0404;63.7
116.0;0.0407;63.9
118.0;0.0416;63.8
130.0;0.0445;63.8
112.0;0.0399;63.7
127.0;0.0441;63.7
131.0;0.0446;64.0
136.0;0.046;64.1
154.0;0.0514;63.9
144.0;0.0478;64.3
155.0;0.0508;64.3
131.0;0.0443;64.6
152.0;0.0513;63.7
153.0;0.0508;63.7
166.0;0.0539;64.0
164.0;0.0535;64.2
173.0;0.0564;64.0
170.0;0.0552;64.1
175.0;0.0566;64.1
160.0;0.0526;64.0
186.0;0.0596;64.0
196.0;0.0623;63.9
181.0;0.0582;64.0
191.0;0.0603;64.2
166.0;0.054000000000000006;63.9
167.0;0.0541;63.9
193.0;0.0615;63.7
204.0;0.0648;63.4
185.0;0.0585;63.9
189.0;0.0599;64.1
210.0;0.0657;63.9
200.0;0.0639;63.3
228.0;0.0712;63.1
220.0;0.0696;62.9
207.0;0.0661;62.8
223.0;0.0693;63.2
207.0;0.0663;62.7
222.0;0.0702;62.5
196.0;0.0626;62.6
225.0;0.0696;63.1
250.0;0.0775;62.9
258.0;0.079;63.1
225.0;0.0705;62.9
246.0;0.0775;62.4
262.0;0.0825;62.0
268.0;0.084;61.8
262.0;0.0825;61.6
269.0;0.0832;62.0
231.0;0.07200000000000001;62.4
285.0;0.08900000000000001;62.0
269.0;0.0833;62.2
289.0;0.0906;61.6
271.0;0.0839;61.8
283.0;0.0875;61.9
279.0;0.087;61.8
285.0;0.0878;62.0
308.0;0.0964;61.5
298.0;0.0929;61.4
298.0;0.0923;61.5
327.0;0.1038;60.7
308.0;0.096;60.9
296.0;0.0949;60.3
322.0;0.1007;60.5
285.0;0.08900000000000001;60.9
309.0;0.0989;60.4
308.0;0.0958;60.7
311.0;0.0981;60.5
313.0;0.0978;60.7
289.0;0.0909;60.7
295.0;0.0919;61.0
311.0;0.1004;60.0
319.0;0.1025;59.6
304.0;0.0942;60.4
300.0;0.0932;60.9
314.0;0.0995;60.5
319.0;0.1022;59.9
305.0;0.0987;59.5
337.0;0.1075;59.4
293.0;0.0941;59.6
319.0;0.1021;59.4
316.0;0.1028;59.1
318.0;0.1028;59.1
311.0;0.0999;59.3
297.0;0.0976;58.8
298.0;0.0955;59.2
340.0;0.1098;58.9
293.0;0.0921;59.8
311.0;0.0972;60.3
322.0;0.1004;60.4
319.0;0.1019;59.9
315.0;0.0997;59.9
295.0;0.0934;60.1
314.0;0.099;60.1
319.0;0.1022;59.9
320.0;0.1015;59.8
306.0;0.0971;60.0
318.0;0.1021;59.5
327.0;0.1027;59.9
313.0;0.0991;60.0
328.0;0.1076;59.0
307.0;0.0964;59.8
301.0;0.0963;59.8
304.0;0.0963;59.9
307.0;0.0975;59.9
323.0;0.1032;59.6
293.0;0.0935;59.8
319.0;0.1031;59.4
305.0;0.0999;59.0
336.0;0.1076;59.0
333.0;0.1088;58.6
307.0;0.0983;59.1
337.0;0.1079;59.1
311.0;0.1009;59.0
289.0;0.091;59.8
